,Fahrtnummer,Fahrzeugnummer,Buchungskreis,Abfahrtsdatum,Messung,Zug id,Abfahrtszeit,Ankunftszeit,Entfernung km,Passagieranzahl,Abfahrtsbahnhof,Ankunftsbahnhof,grund
9613,4173941819.0,7.0,1005,2023-12-04,634.46,4173941819,,2024-05-29 08:51:13,939,123,Lake Karenberg,Terriside,Missing Values
9657,,1.0,1004,2022-01-18,2387.21,0422639267,2024-06-09 04:22:53,2024-06-09 07:51:53,329,323,Jocelynfort,Parrishside,Missing Values
9668,4126172144.0,2.0,1001,2024-04-30,544.34,4126172144,,2024-06-11 04:59:46,457,253,South Robertfurt,Pollardside,Missing Values
9739,1044143499.0,8.0,1009,2023-08-07,1630.64,1044143499,2024-06-23 21:37:10,2024-06-23 22:26:10,105,,East Emily,Port Jordanton,Missing Values
9782,1586498132.0,2.0,1009,2021-01-18,2557.66,1586498132,2024-06-23 14:29:40,2024-06-23 19:29:40,644,53,Lake Julian,,Missing Values
9797,1186305.0,4.0,1003,2023-05-18,786.41,0001186305,2024-06-21 20:38:33,2024-06-21 21:34:33,705,,Emilystad,West Judithtown,Missing Values
9812,2144893589.0,3.0,1004,2020-02-14,2385.47,2144893589,2024-06-19 09:01:57,2024-06-19 10:37:57,,108,Lisafurt,Port Jenniferburgh,Missing Values
10012,4208201557.0,15.0,1004,2020-12-18,957.69,,2024-06-10 09:38:13,2024-06-10 13:16:13,395,169,Josephland,Tammyview,Missing Values
10032,5758058979.0,17.0,1002,2021-04-24,2884.11,5758058979,2024-06-06 14:22:40,2024-06-06 15:45:40,874,440,Lake Traci,,Missing Values
10044,5784780176.0,4.0,1008,2022-03-06,3147.22,,2024-05-30 16:28:05,2024-05-30 20:40:05,809,367,New Angela,Longport,Missing Values
10064,5386898648.0,3.0,XXXX,2022-09-02,1983.62,5386898648,2024-06-02 04:59:00,2024-06-02 06:59:00,790,390,East Staceyport,,Missing Values
10078,7417885166.0,4.0,XXXX,2022-10-16,1783.71,7417885166,2024-06-05 08:47:41,,357,251,Karenfort,Harveyshire,Missing Values
10186,3476325197.0,6.0,1000,,3579.08,3476325197,2024-06-16 17:56:51,2024-06-16 20:10:51,531,485,East Faithberg,Port Scott,Missing Values
10202,,5.0,1005,2021-08-02,4353.23,9713259642,2024-06-15 21:55:49,2024-06-15 23:14:49,410,299,Port Amberstad,West Markmouth,Missing Values
10214,9713259642.0,17.0,,2021-08-02,4067.95,9713259642,2024-06-15 21:55:49,2024-06-15 23:14:49,410,299,Port Amberstad,West Markmouth,Missing Values
10302,5040992908.0,3.0,XXXX,2020-09-07,3186.12,5040992908,2024-06-09 13:29:04,2024-06-09 15:33:04,,345,Murphyville,Deanberg,Missing Values
10307,4244408318.0,,1002,2022-12-12,1653.95,4244408318,2024-06-01 08:26:25,2024-06-01 09:29:25,346,394,Johnsonmouth,Port Nathanielfurt,Missing Values
10408,6463999549.0,10.0,XXXX,2022-10-08,630.29,6463999549,2024-05-28 01:49:37,2024-05-28 05:53:37,618,466,,Carlview,Missing Values
10438,4018591692.0,2.0,1008,2020-08-05,,4018591692,2024-05-29 01:27:41,2024-05-29 04:39:41,118,464,West Donaldton,Port Matthewton,Missing Values
10518,1892202436.0,3.0,1007,2021-08-17,4068.41,1892202436,,2024-06-08 08:37:09,763,358,North Taraport,Bobbychester,Missing Values
10527,1892202436.0,12.0,1007,2021-08-17,3498.1,1892202436,2024-06-08 06:01:09,,763,358,North Taraport,Bobbychester,Missing Values
10528,1892202436.0,13.0,1007,2021-08-17,1612.73,,2024-06-08 06:01:09,2024-06-08 08:37:09,763,358,North Taraport,Bobbychester,Missing Values
10576,2966189081.0,6.0,,2020-10-15,2936.48,2966189081,2024-06-09 22:56:33,2024-06-10 01:30:33,50,428,East Amberberg,Anthonyhaven,Missing Values
10609,6972164048.0,5.0,,2020-08-11,4992.55,6972164048,2024-06-09 13:12:27,2024-06-09 14:36:27,613,373,West Christine,Lake Donna,Missing Values
10688,,2.0,1003,2020-06-25,2074.45,4708206439,2024-06-25 20:20:52,2024-06-25 22:49:52,612,140,Debbieside,Lewisstad,Missing Values
10692,,6.0,1003,2020-06-25,1450.71,4708206439,2024-06-25 20:20:52,2024-06-25 22:49:52,612,140,Debbieside,Lewisstad,Missing Values
10735,6118791046.0,3.0,1003,2020-12-06,,6118791046,2024-06-25 11:20:52,2024-06-25 13:59:52,212,342,Benjaminland,North Brian,Missing Values
10763,9477696113.0,2.0,1002,2024-03-11,3290.52,,2024-06-14 23:38:55,2024-06-15 00:28:55,317,315,Port Tannerburgh,Williamhaven,Missing Values
10792,6602046664.0,2.0,,2023-05-07,2236.54,6602046664,2024-06-21 10:34:47,2024-06-21 13:30:47,73,456,Mullinshaven,North Deannamouth,Missing Values
10802,1624409036.0,5.0,XXXX,2020-01-05,1075.16,1624409036,2024-05-29 05:54:38,2024-05-29 09:20:38,346,,Millerburgh,Lake Joemouth,Missing Values
10843,1341166648.0,8.0,,2021-04-20,4011.33,1341166648,2024-06-02 18:50:22,2024-06-02 21:03:22,256,221,Lake Melissa,Byrdbury,Missing Values
10911,2079411468.0,4.0,,2023-01-25,942.25,2079411468,2024-06-03 06:38:13,2024-06-03 07:30:13,194,125,Port Dannyburgh,Port Jason,Missing Values
10944,9465448164.0,18.0,1001,2021-11-15,3148.21,9465448164,2024-06-21 17:00:45,2024-06-21 19:42:45,758,,South Rachelmouth,Cherylville,Missing Values
11015,8414126383.0,17.0,1000,2021-11-27,2378.45,,2024-06-23 21:35:25,2024-06-24 01:28:25,812,161,Hineschester,Lake Shelbyville,Missing Values
11062,1384813085.0,8.0,1003,2020-03-04,2319.61,1384813085,,2024-05-27 19:24:33,726,410,Port Donaldfurt,West Jody,Missing Values
11084,5585683916.0,4.0,1004,2020-09-24,1322.73,5585683916,2024-06-17 16:44:01,2024-06-17 17:44:01,338,96,Jonesside,,Missing Values
11112,6473519660.0,5.0,1009,2024-04-19,977.27,6473519660,,2024-06-19 14:53:57,67,271,Cassieland,South Manuel,Missing Values
11152,5720919437.0,10.0,1000,2022-10-24,1777.23,5720919437,2024-06-22 04:34:54,,739,144,Port Stephaniehaven,East Jesse,Missing Values
11208,6144142495.0,,1005,2021-07-06,1850.16,6144142495,2024-06-04 19:53:07,2024-06-04 21:35:07,125,153,Port Carolyn,East Kimberlyberg,Missing Values
11316,426613428.0,8.0,1008,,4784.5,0426613428,2024-05-30 04:06:36,2024-05-30 08:58:36,123,96,Hillhaven,Powellton,Missing Values
11321,426613428.0,13.0,1008,,4023.72,0426613428,2024-05-30 04:06:36,2024-05-30 08:58:36,123,96,Hillhaven,Powellton,Missing Values
11485,4821566537.0,8.0,,2020-02-06,4785.94,4821566537,2024-05-30 15:19:25,2024-05-30 19:48:25,694,226,New Manuelfort,Port Darin,Missing Values
11525,,3.0,1004,2021-03-16,3547.72,8324069608,2024-06-16 04:42:31,2024-06-16 06:37:31,606,313,Cobbchester,Kathleenfort,Missing Values
11546,1436474245.0,,XXXX,2021-03-23,2824.96,1436474245,2024-06-18 14:11:24,2024-06-18 17:23:24,952,422,Sydneyport,New Elizabeth,Missing Values
11566,9224537278.0,5.0,1002,2020-01-07,,9224537278,2024-06-12 08:13:45,2024-06-12 09:08:45,443,485,Kevinfort,West Judithburgh,Missing Values
11593,5953328054.0,5.0,1008,2022-05-20,1466.86,5953328054,,2024-06-03 20:11:40,920,269,Johnport,New Staceyland,Missing Values
11606,5953328054.0,18.0,1008,2022-05-20,4285.56,LSCQPQYIXL,2024-06-03 16:27:40,2024-06-03 20:11:40,920,,Johnport,New Staceyland,Missing Values
11621,6849337816.0,15.0,1009,2021-04-23,3002.64,,2024-05-30 16:19:42,2024-05-30 20:01:42,679,406,Jimenezfurt,Salazarville,Missing Values
11631,513309131.0,4.0,1003,2023-07-18,,0513309131,2024-06-12 05:05:19,2024-06-12 09:19:19,402,394,North Alisonmouth,Alexandraland,Missing Values
11641,513309131.0,14.0,1003,2023-07-18,3951.21,0513309131,,2024-06-12 09:19:19,402,394,North Alisonmouth,Alexandraland,Missing Values
11696,1425460886.0,4.0,1007,2021-08-01,2836.5,1425460886,2024-06-13 01:29:44,2024-06-13 03:54:44,129,405,,Nicolemouth,Missing Values
11697,1425460886.0,,1007,2021-08-01,1621.6,1425460886,2024-06-13 01:29:44,2024-06-13 03:54:44,129,405,New Stephanieside,Nicolemouth,Missing Values
11709,6836557156.0,11.0,XXXX,2020-09-01,3690.02,6836557156,2024-06-04 13:22:07,2024-06-04 14:52:07,,412,Lisachester,Elizabethchester,Missing Values
11779,8111468295.0,2.0,XXXX,,1096.97,8111468295,2024-06-18 04:59:50,2024-06-18 08:37:50,245,77,Mccoymouth,Lake Christopherchester,Missing Values
11903,2014326003.0,10.0,1002,2020-11-09,623.05,2014326003,2024-06-19 19:23:13,2024-06-19 20:47:13,,422,Steeleshire,Bradleyberg,Missing Values
11922,8613177359.0,1.0,1009,2024-03-26,4699.91,8613177359,2024-06-16 05:48:18,2024-06-16 09:01:18,,319,South Codystad,New Lisa,Missing Values
12185,1678318077.0,7.0,,2022-09-04,4754.88,1678318077,2024-06-24 03:01:17,2024-06-24 03:44:17,918,383,Lake Johnbury,Morrowview,Missing Values
12194,5622575289.0,6.0,1002,2024-02-03,,5622575289,2024-06-17 15:13:34,2024-06-17 17:40:34,538,391,Martinland,Jenniferborough,Missing Values
12205,5695122241.0,11.0,1006,2022-12-23,3516.4,,2024-06-17 09:04:37,2024-06-17 13:21:37,776,459,Sarahburgh,Brandonport,Missing Values
12246,6732359916.0,5.0,1000,2024-04-12,4173.51,6732359916,2024-06-07 14:04:15,2024-06-07 15:37:15,956,,Barrettville,Berrytown,Missing Values
12253,192229100.0,1.0,1003,2020-03-25,1891.17,0192229100,2024-06-19 21:01:51,2024-06-20 00:59:51,725,452,Tammytown,,Missing Values
12260,671157678.0,5.0,1003,2023-12-28,,0671157678,2024-06-18 03:46:21,2024-06-18 06:16:21,273,260,North Ruthburgh,Port Thomasstad,Missing Values
12308,5171165672.0,3.0,1000,2023-05-12,3282.21,5171165672,2024-06-18 19:25:59,2024-06-18 20:02:59,774,203,South Dennis,,Missing Values
12334,67446101.0,3.0,,2022-08-14,1568.86,0067446101,2024-06-20 05:51:55,2024-06-20 08:45:55,457,63,Roseton,Richardfurt,Missing Values
12342,67446101.0,11.0,1008,2022-08-14,4741.5,0067446101,2024-06-20 05:51:55,2024-06-20 08:45:55,457,63,,Richardfurt,Missing Values
12371,7804914305.0,15.0,XXXX,2020-08-05,2771.32,7804914305,2024-05-29 07:56:06,,396,249,New Brendaport,East Drewmouth,Missing Values
12443,9908494542.0,5.0,1002,2023-01-02,3292.95,9908494542,,2024-06-23 19:43:10,855,142,New Heatherhaven,Younghaven,Missing Values
12478,4281157205.0,15.0,,2022-04-30,4267.21,4281157205,2024-06-20 16:28:15,2024-06-20 17:04:15,837,420,Lake David,Lake Rachel,Missing Values
12533,3355400602.0,2.0,1006,2023-04-21,4774.38,3355400602,2024-05-29 10:21:20,2024-05-29 12:32:20,564,,South Michelle,Lopezhaven,Missing Values
12661,1078547248.0,5.0,1008,2020-12-21,1225.77,,2024-06-17 17:34:52,2024-06-17 20:30:52,162,167,Jeanneberg,South Julie,Missing Values
12705,343859684.0,14.0,1007,2024-06-16,2832.91,0343859684,,2024-06-02 16:02:55,641,359,Kimberlychester,Jessicaborough,Missing Values
12714,4387767545.0,1.0,1007,2020-08-19,2162.04,4387767545,2024-06-21 11:02:41,,406,457,Joshuaport,South Heather,Missing Values
12814,6005468434.0,6.0,1007,2020-11-02,,6005468434,2024-06-17 09:02:23,2024-06-17 12:54:23,66,318,New Ravenfurt,New Jimville,Missing Values
12822,2212853905.0,1.0,XXXX,2021-12-09,1876.25,2212853905,2024-06-12 12:23:54,2024-06-12 14:23:54,883,,South Daniel,West Stacey,Missing Values
12845,,3.0,1005,2021-07-25,3068.08,0106655259,2024-06-12 16:04:38,2024-06-12 19:50:38,983,207,Brownchester,Aaronland,Missing Values
12918,5842524734.0,5.0,1008,2023-10-31,1192.01,5842524734,2024-06-13 04:16:06,2024-06-13 07:32:06,492,54,,Hannaborough,Missing Values
12927,,3.0,1006,2022-06-21,2128.52,4726270269,2024-06-05 20:48:36,2024-06-06 00:29:36,506,71,South Cristinaview,North Williamview,Missing Values
12930,4726270269.0,6.0,,2022-06-21,1240.61,4726270269,2024-06-05 20:48:36,2024-06-06 00:29:36,506,71,South Cristinaview,North Williamview,Missing Values
13011,1087641704.0,6.0,1004,,2322.61,1087641704,2024-06-13 10:14:13,2024-06-13 11:39:13,94,249,Johnsonfurt,North Mandy,Missing Values
13036,6292870744.0,,XXXX,2024-02-07,2178.76,6292870744,2024-05-31 11:48:16,2024-05-31 16:11:16,257,482,Christopherfort,Lake Christy,Missing Values
13071,9100759473.0,10.0,1008,2024-04-30,1915.49,9100759473,2024-06-23 09:47:15,,529,222,East Stevenfurt,Marcusview,Missing Values
13087,1282431917.0,11.0,1004,2023-09-07,1281.0,1282431917,2024-06-13 22:39:14,2024-06-14 00:01:14,393,,East Melinda,Jimenezview,Missing Values
13148,7836109715.0,,1005,2023-09-22,2878.92,7836109715,2024-06-19 10:19:49,2024-06-19 12:01:49,200,86,Gloriafurt,Port Brianton,Missing Values
13202,9211915708.0,18.0,1009,2022-07-12,1337.52,9211915708,2024-06-05 04:37:09,2024-06-05 05:21:09,945,105,New Lisaton,,Missing Values
13255,8670242363.0,9.0,XXXX,2022-12-22,1650.59,8670242363,2024-06-22 09:42:13,2024-06-22 11:44:13,365,,East Sethton,Cameronton,Missing Values
13323,6988977364.0,,1004,2021-10-15,4879.82,6988977364,2024-06-23 11:40:11,2024-06-23 16:20:11,129,462,Johnsonfurt,Amandabury,Missing Values
13400,8723605720.0,6.0,1009,2020-02-13,4059.64,,2024-05-30 00:39:15,2024-05-30 04:15:15,978,76,North Sandra,Port Michaelland,Missing Values
13431,7379704019.0,5.0,1000,2023-01-27,4291.82,7379704019,2024-06-16 01:26:33,2024-06-16 05:48:33,966,427,North Sierratown,,Missing Values
13450,,11.0,1006,2021-03-23,731.37,8029061988,2024-05-29 18:42:10,2024-05-29 19:17:10,149,192,New Michael,South Robert,Missing Values
13499,3850242923.0,17.0,1008,2023-10-14,1733.64,3850242923,2024-06-20 20:58:43,2024-06-20 22:50:43,984,89,Mccormickville,,Missing Values
13503,,1.0,1001,2022-12-15,1955.99,6018592960,2024-06-06 12:48:39,2024-06-06 16:07:39,509,381,East Katie,East Nataliebury,Missing Values
13521,6224474519.0,1.0,1002,2024-01-27,1479.7,6224474519,2024-06-02 13:16:48,2024-06-02 17:15:48,,170,West Michaelstad,North Manuel,Missing Values
13527,5760042257.0,2.0,1005,2023-06-08,2838.82,5760042257,2024-05-30 13:15:25,2024-05-30 17:46:25,,334,Ronaldfort,Randallbury,Missing Values
13535,4809278657.0,5.0,1005,2022-10-10,844.43,4809278657,2024-06-07 13:35:27,2024-06-07 18:19:27,947,476,East Guyburgh,,Missing Values
13565,3026869218.0,17.0,1008,2023-09-08,2105.83,3026869218,,2024-06-14 02:15:26,92,52,Lake Russellfurt,East Brianbury,Missing Values
13576,7503932062.0,9.0,1001,2021-11-07,1069.57,,2024-06-19 17:12:48,2024-06-19 20:37:48,464,422,Port Michael,West Cody,Missing Values
13628,7526546466.0,1.0,1005,2023-09-17,4006.86,7526546466,,2024-05-30 15:43:14,227,192,New Kari,West Johnmouth,Missing Values
13646,4839477690.0,6.0,1001,2024-06-21,1410.1,4839477690,2024-06-12 22:46:10,,170,346,Millertown,Port Nancymouth,Missing Values
13669,2408267056.0,,1007,2023-07-05,4883.52,2408267056,2024-06-19 23:58:18,2024-06-20 01:24:18,523,500,Monicaview,Port Samanthaton,Missing Values
13698,9638712790.0,9.0,1005,2023-01-22,2612.13,9638712790,2024-06-03 19:54:53,2024-06-03 21:53:53,938,,South Jeffreyborough,East Brittanyview,Missing Values
13786,6006838299.0,8.0,1008,,1628.42,6006838299,2024-06-07 01:53:25,2024-06-07 06:17:25,402,486,Timothyburgh,Garciatown,Missing Values
13891,4578400959.0,5.0,1004,2024-02-29,3444.64,4578400959,2024-06-23 12:35:33,2024-06-23 16:13:33,423,143,East Alyssa,,Missing Values
13897,4578400959.0,11.0,1004,2024-02-29,2046.22,4578400959,2024-06-23 12:35:33,2024-06-23 16:13:33,423,143,East Alyssa,,Missing Values
13968,614938761.0,1.0,1008,2022-06-28,4952.92,0614938761,2024-06-04 16:19:16,2024-06-04 20:39:16,,55,New Trevorbury,Harmonburgh,Missing Values
14060,2298268240.0,15.0,1002,2023-09-15,4338.87,2298268240,2024-06-13 16:55:35,2024-06-13 17:37:35,499,219,Jessicaland,,Missing Values
14125,,2.0,1007,2021-09-28,2101.25,4829302016,2024-05-29 14:34:00,2024-05-29 18:56:00,887,428,South Michael,West Kellychester,Missing Values
14147,4536024440.0,9.0,1006,2022-09-05,2841.23,4536024440,2024-06-23 18:57:05,,178,230,Stephaniehaven,Elijahberg,Missing Values
14424,8564737923.0,12.0,1002,,1357.32,8564737923,2024-06-18 01:32:35,2024-06-18 05:09:35,815,65,Jacksonland,Collinsmouth,Missing Values
14456,7236285018.0,3.0,1009,2022-08-20,,7236285018,2024-06-13 23:25:26,2024-06-14 04:24:26,201,394,North Alberttown,Greenton,Missing Values
14470,4925331842.0,,1002,2021-01-02,3444.04,4925331842,2024-05-27 23:52:07,2024-05-28 03:16:07,752,484,East Kimberly,Odonnellview,Missing Values
14480,4925331842.0,16.0,1002,2021-01-02,1827.36,4925331842,2024-05-27 23:52:07,,752,484,East Kimberly,Odonnellview,Missing Values
14500,5150011721.0,3.0,,2024-06-10,1899.98,5150011721,2024-05-29 01:39:51,2024-05-29 03:15:51,960,58,Randallshire,New Danielstad,Missing Values
14550,3121169713.0,6.0,1004,2020-02-16,927.47,3121169713,2024-06-10 15:33:26,2024-06-10 19:23:26,867,,Justinville,Smithside,Missing Values
14628,8210628866.0,2.0,1001,2021-03-19,2786.81,8210628866,2024-06-22 04:07:05,2024-06-22 06:45:05,,178,Kathleenstad,South Patrick,Missing Values
14709,2331521865.0,5.0,1006,2021-03-27,3486.95,2331521865,2024-06-05 21:32:10,2024-06-05 22:37:10,791,154,Jonesmouth,,Missing Values
14746,6277468499.0,4.0,1002,2021-06-09,,6277468499,2024-05-31 23:08:11,2024-06-01 03:34:11,834,189,New Jay,Lake Sharon,Missing Values
14817,7138742218.0,7.0,1003,2024-02-29,2348.67,7138742218,2024-06-04 15:04:25,2024-06-04 16:51:25,562,89,,Francisstad,Missing Values
14858,3184857088.0,8.0,1007,2020-09-22,1126.38,,2024-06-09 07:21:36,2024-06-09 08:29:36,434,463,South Alyssa,South Jose,Missing Values
14866,3184857088.0,16.0,1007,2020-09-22,3507.7,3184857088,2024-06-09 07:21:36,2024-06-09 08:29:36,434,,South Alyssa,South Jose,Missing Values
14876,7512302309.0,9.0,1007,2022-12-10,4408.43,7512302309,2024-06-02 01:33:15,,687,65,East Aaron,Leeport,Missing Values
14971,,7.0,1004,2024-02-24,4989.31,0080444110,2024-06-19 08:07:17,2024-06-19 11:24:17,591,76,East Patrickstad,Watkinsstad,Missing Values
14973,80444110.0,9.0,1004,2024-02-24,829.68,0080444110,2024-06-19 08:07:17,2024-06-19 11:24:17,,76,East Patrickstad,Watkinsstad,Missing Values
15009,1357197664.0,6.0,1000,2024-05-16,4943.78,1357197664,2024-06-17 23:03:59,2024-06-18 03:01:59,,187,Timothyside,Port Peterstad,Missing Values
15076,1319998436.0,3.0,1004,2024-06-09,1950.77,1319998436,2024-06-10 06:47:08,,923,411,Michealland,West Harold,Missing Values
15087,5690206275.0,6.0,1009,2022-11-26,2700.15,5690206275,2024-06-05 14:28:01,2024-06-05 16:25:01,,483,West Kenneth,Jeffreyshire,Missing Values
15098,,11.0,1004,2022-05-15,4816.95,3106595589,2024-06-06 04:23:47,2024-06-06 06:50:47,289,228,Floreschester,Wagnerchester,Missing Values
15104,3106595589.0,17.0,1004,2022-05-15,3613.72,3106595589,2024-06-06 04:23:47,2024-06-06 06:50:47,,228,Floreschester,Wagnerchester,Missing Values
15278,8977482500.0,,1001,2021-08-19,2035.43,8977482500,2024-05-30 08:17:27,2024-05-30 09:14:27,714,54,Jeremyfort,Lake David,Missing Values
15289,9669586791.0,1.0,1003,2020-10-21,4260.06,9669586791,2024-06-20 00:56:28,2024-06-20 03:08:28,76,174,South Tina,,Missing Values
15352,7363554778.0,1.0,1003,2023-04-23,4125.96,7363554778,2024-06-03 11:30:23,2024-06-03 12:43:23,905,247,,Tonyview,Missing Values
15554,6292382989.0,1.0,1008,2021-06-30,3803.27,,2024-06-02 22:39:22,2024-06-02 23:45:22,217,228,Lake Williamshire,North Robert,Missing Values
15679,6506792035.0,13.0,1001,2023-05-05,1582.01,6506792035,2024-06-03 17:53:52,,447,496,New Tracy,Floreston,Missing Values
15718,7161375662.0,14.0,1009,2020-03-28,4823.06,7161375662,,2024-06-25 04:51:57,273,314,Susanburgh,Crawfordmouth,Missing Values
15861,6462760626.0,3.0,1007,2021-08-07,1973.56,,2024-06-03 20:53:10,2024-06-04 01:07:10,185,341,Brownfurt,West Sierra,Missing Values
15927,2703073756.0,15.0,1002,2020-06-22,3102.75,2703073756,,2024-06-15 23:03:24,838,239,East Andrew,Port Barry,Missing Values
15966,5501316984.0,3.0,1001,2023-06-08,1695.11,5501316984,2024-06-05 08:30:56,2024-06-05 10:28:56,557,500,Lake Samantha,,Missing Values
15978,7146049531.0,6.0,,2022-10-22,4330.68,7146049531,2024-05-31 02:52:58,2024-05-31 04:47:58,812,203,New Jillhaven,Lake Thomasview,Missing Values
16064,2679059273.0,2.0,1009,2021-10-13,2820.77,,2024-06-07 01:48:36,2024-06-07 05:20:36,445,236,Port Mikeberg,Stoneburgh,Missing Values
16092,1512839349.0,11.0,1008,2024-03-27,1171.21,,2024-06-06 17:23:46,2024-06-06 19:17:46,585,314,North Adrian,East Stephanie,Missing Values
16122,6834198918.0,,1002,2023-06-20,954.03,6834198918,2024-06-25 09:33:14,2024-06-25 14:26:14,832,147,Lindseyfort,Port Cherylfort,Missing Values
16126,,11.0,1002,2023-06-20,2687.92,6834198918,2024-06-25 09:33:14,2024-06-25 14:26:14,832,147,Lindseyfort,Port Cherylfort,Missing Values
16204,4698614775.0,17.0,1000,,2184.27,4698614775,2024-06-17 05:45:13,2024-06-17 08:43:13,149,111,South Justinstad,Martinstad,Missing Values
16226,,7.0,1007,2020-03-23,2574.77,5366748086,2024-06-24 22:38:58,2024-06-25 01:02:58,888,459,Porterfort,Daniellehaven,Missing Values
16280,1772000339.0,,1007,2023-04-10,1483.53,1772000339,2024-05-30 03:16:17,2024-05-30 08:09:17,556,153,Christianburgh,Sherryborough,Missing Values
16367,2942903192.0,9.0,1003,,3891.31,2942903192,2024-05-29 23:23:43,2024-05-30 02:23:43,670,462,Blackbury,Morgantown,Missing Values
16554,8851057778.0,8.0,1000,2021-09-27,4840.51,8851057778,2024-06-12 07:17:21,2024-06-12 11:56:21,,356,North Samanthaville,North Kimberlyshire,Missing Values
16586,704638225.0,15.0,1000,2023-10-13,3373.24,0704638225,2024-06-11 12:05:34,2024-06-11 14:09:34,784,,Doughertystad,Hensleyburgh,Missing Values
16685,6907038245.0,12.0,1000,2023-03-19,4985.19,,2024-06-06 20:34:11,2024-06-07 00:44:11,518,157,Boothberg,Port Michael,Missing Values
16733,4722691998.0,2.0,1000,2023-10-11,3060.98,4722691998,2024-06-09 23:27:01,2024-06-10 00:51:01,843,487,,South Anna,Missing Values
16868,7575326053.0,14.0,1005,2022-04-08,4691.56,7575326053,2024-06-07 20:06:36,,83,489,Liborough,Collinsfort,Missing Values
16875,6824810615.0,2.0,1004,2021-12-14,,6824810615,2024-06-09 14:10:06,2024-06-09 17:38:06,974,146,Bettytown,Mariachester,Missing Values
16950,7986797230.0,3.0,1007,2021-07-29,,7986797230,2024-05-30 11:50:50,2024-05-30 15:27:50,650,496,Donnamouth,New William,Missing Values
17041,8559579103.0,12.0,1006,2020-06-27,1702.47,8559579103,2024-06-19 04:49:36,2024-06-19 08:31:36,,336,Nicoleland,Karifort,Missing Values
17061,,7.0,1004,2021-08-09,1974.17,9546515391,2024-06-02 07:27:10,2024-06-02 11:19:10,54,113,East Joel,South Gary,Missing Values
17076,3111401710.0,6.0,1001,2021-05-29,,3111401710,2024-06-10 14:21:29,2024-06-10 15:23:29,448,404,New Jessica,Silvaport,Missing Values
17120,4471624843.0,2.0,1001,2023-08-16,3722.12,4471624843,2024-06-08 22:22:33,2024-06-09 00:51:33,946,,Hollandton,Cohentown,Missing Values
17137,8820167005.0,10.0,1007,2020-09-14,1835.58,,2024-06-16 11:11:29,2024-06-16 15:13:29,281,246,West Amanda,Jasontown,Missing Values
17155,8248983345.0,17.0,1000,2024-05-17,4459.41,,,2024-06-25 17:07:52,260,486,Bankstown,Hallport,Missing Values
17215,2775945809.0,13.0,1000,2021-11-25,3697.89,2775945809,2024-05-31 13:22:27,2024-05-31 13:57:27,466,225,,Kennethville,Missing Values
17218,1654130802.0,,1005,2021-03-04,3530.6,1654130802,2024-06-22 11:13:29,2024-06-22 14:59:29,588,390,Oliviafurt,Barnettfort,Missing Values
17238,1343031897.0,7.0,1008,2022-02-28,4901.88,1343031897,2024-06-07 07:03:59,2024-06-07 09:31:59,165,265,South Nicoleport,,Missing Values
17371,,3.0,1006,2023-05-25,1630.71,7329942979,2024-06-04 20:08:54,2024-06-04 23:02:54,968,493,Joshuaberg,Lake Joshuaborough,Missing Values
17381,3607043660.0,5.0,1008,2021-04-03,,3607043660,2024-06-16 05:17:36,2024-06-16 10:03:36,216,107,Beardfurt,Ayalamouth,Missing Values
17424,8233688940.0,,XXXX,2024-01-30,2130.05,8233688940,2024-06-03 19:43:08,2024-06-03 21:52:08,95,146,New Mark,Ryanview,Missing Values
17449,9741002294.0,13.0,,2024-04-26,4944.63,9741002294,2024-06-13 16:53:06,2024-06-13 18:52:06,514,151,Castroton,Larryton,Missing Values
17484,2947032195.0,2.0,1002,2020-07-31,,2947032195,2024-05-30 02:53:26,2024-05-30 05:55:26,814,335,Nathanmouth,North Jordan,Missing Values
17530,5669931970.0,11.0,1001,2020-03-13,,5669931970,2024-06-04 14:14:00,2024-06-04 15:01:00,709,387,Jamesberg,Robinsonmouth,Missing Values
17581,8038340632.0,7.0,1009,2020-04-06,4560.85,8038340632,2024-06-11 19:14:16,2024-06-11 20:22:16,188,,Andrewshire,Morganborough,Missing Values
17661,8805979852.0,4.0,1003,,2023.13,8805979852,2024-06-23 21:02:23,2024-06-23 23:15:23,276,443,Smithberg,South Ashley,Missing Values
17672,8805979852.0,15.0,1003,2023-04-05,634.74,8805979852,,2024-06-23 23:15:23,276,443,Smithberg,South Ashley,Missing Values
17743,7191704317.0,11.0,1006,2021-04-30,4847.24,7191704317,2024-06-09 18:17:35,,890,489,Berryport,Port Riley,Missing Values
17793,217643468.0,,1005,2020-02-28,1230.2,0217643468,2024-06-05 21:50:29,2024-06-06 01:23:29,298,211,Bakerchester,North Victorborough,Missing Values
17811,7707808685.0,5.0,1009,,4594.63,7707808685,2024-06-06 05:51:19,2024-06-06 09:43:19,113,398,Petersonshire,Paulborough,Missing Values
17918,5693848824.0,14.0,1002,2022-03-04,4414.05,5693848824,2024-06-04 19:47:14,2024-06-04 21:14:14,,199,Sharonstad,Calderonchester,Missing Values
18175,5585857942.0,11.0,1005,2022-01-17,3631.16,5585857942,2024-06-22 17:26:10,2024-06-22 21:35:10,,452,Edwardsshire,New Stacyfurt,Missing Values
18181,,4.0,1008,2020-11-24,4869.78,0120689610,2024-06-02 08:37:36,2024-06-02 12:59:36,573,249,Coleport,Johnsonborough,Missing Values
